filename,clause_text
NDA-Prasad.pdf,________________________________________________________________________
NDA-Prasad.pdf,________________________________________________________________________
NDA-Prasad.pdf,(“Recipient”).
NDA-Prasad.pdf,W I T N E S S E T H
NDA-Prasad.pdf,"WHEREAS, Disclosor and Recipient are interested in discussing a possible business arrangement related to certain technological developments and products of Disclosor including, without limitation,"
NDA-Prasad.pdf,"_____________________________________________________________________ (hereinafter, the ""Discussion"");"
NDA-Prasad.pdf,"WHEREAS, in connection with the Discussion, it will be necessary for Disclosor to disclose substantial proprietary business, marketing, technical and/or trade secret information to Recipient in confidence;"
NDA-Prasad.pdf,"WHEREAS, certain portions of the technical, marketing and business information which are to be disclosed may be of a confidential and/or proprietary character and include trade secrets of the Disclosor (hereinafter ""Confidential Information""), it is necessary to restrict the Recipient's use of the Confidential Information."
NDA-Prasad.pdf,"NOW THEREFORE, in consideration of the disclosure of Confidential Information hereunder, the parties to this Agreement agree that the use and disclosure of the Confidential Information shall be governed by the following terms and conditions:"
NDA-Prasad.pdf,1. This Agreement shall come into force on the date both parties have executed this Agreement.
NDA-Prasad.pdf,All disclosures contemplated hereunder shall be completed within six (6) months from the date of the last party to execute this Agreement.
NDA-Prasad.pdf,This Agreement shall remain in effect for a period of five (5) years from the date of the last disclosure hereunder.
NDA-Prasad.pdf,"2. As used herein, the term ""Confidential Information"" shall be deemed to include any technical, marketing, business and trade secret information disclosed by the Disclosor, but excludes such information which:"
NDA-Prasad.pdf,"(a) is presently in Recipient's possession, provided that:"
NDA-Prasad.pdf,(i) such information has not been obtained from the Disclosor;
NDA-Prasad.pdf,(ii) that such possession can be demonstrated by the Recipient's written records and
NDA-Prasad.pdf,(iii) that Recipient so informs Disclosor in writing within 30 days from receipt of such Confidential Information;
NDA-Prasad.pdf,"(b) is, or becomes, generally available to the public through, for example, such sources as patents or other generally circulated publications, and such availability to the public does not result from any fault of the Recipient;"
NDA-Prasad.pdf,(c) is received by the Recipient in written form from a third party having no obligation to the Disclosor to keep it confidential; or
NDA-Prasad.pdf,(d) is independently developed by the Recipient provided that such development can be demonstrated by the Recipient's written records.
NDA-Prasad.pdf,"3. Where practical, Confidential Information shall be disclosed in Documentary or tangible form marked ""Confidential""."
NDA-Prasad.pdf,"Where disclosures are made orally or by visual inspection, the Disclosor shall confirm in writing the fact and general nature of each disclosure within a reasonable time after each such disclosure is made."
NDA-Prasad.pdf,4. The Recipient agrees that the sole purpose for the Disclosor disclosing its Confidential Information to the Recipient is to enable Recipient to evaluate the Confidential Information for purposes of the Discussion.
NDA-Prasad.pdf,The Recipient will take all reasonable steps necessary to hold in strictest confidence all Confidential Information and to use such Confidential Information solely for this purpose.
NDA-Prasad.pdf,Any use by the Recipient of such Confidential Information for any other purpose shall be considered unauthorized.
NDA-Prasad.pdf,"5. The Recipient will disclose Confidential Information only to its employees, agents and representatives with a need to know such Confidential Information who are bound in writing to keep it confidential and only to the extent necessary for the Discussion to be conducted."
NDA-Prasad.pdf,"6. Recipient agrees that it will not use the Confidential, nor disclose the Confidential Information to others through any act or omission by Recipient, except with the prior written consent of Disclosor."
NDA-Prasad.pdf,7. All Confidential Information disclosed by Disclosor to Recipient shall remain the property of Disclosor.
NDA-Prasad.pdf,"The Recipient will return to the Disclosor, upon request, any documents or other tangible materials disclosed by the Disclosor or generated by the Recipient pertaining to the Discussion."
NDA-Prasad.pdf,"8. Neither this Agreement nor the disclosure of any information by the Disclosor shall be deemed to constitute by implication or otherwise, a vesting of any title or interest or a grant of any license, immunity or other right to the Recipient with regard to the Confidential Information."
NDA-Prasad.pdf,"9. Nothing in this Agreement shall be deemed to constitute a joint venture, or partnership, or any other arrangement, business, financial, or otherwise between the parties hereto."
NDA-Prasad.pdf,10. This Agreement shall be governed and construed in accordance with the laws of the State of New York.
NDA-Prasad.pdf,"11. This Agreement may be amended, superseded or canceled, and any of the terms hereof may be waived, only by a written instrument signed by the parties hereto."
NDA-Prasad.pdf,"12. This Agreement sets forth the entire agreement and understanding between the parties thereto as to the subject matter hereof and supersedes all prior discussions, commitments, agreements, arrangements and understandings of any nature between the parties hereto relating to the subject matter hereof."
NDA-Prasad.pdf,"IN WITNESS WHEREOF, the parties have caused this Agreement to be executed by on the dates set forth below by their duly authorized representatives:"
NDA-Prasad.pdf,DISCLOSER
NDA-Prasad.pdf,Dated:
NDA-Prasad.pdf,_____________
NDA-Prasad.pdf,___________________________
NDA-Prasad.pdf,V. GURUPRASAD
NDA-Prasad.pdf,RECIPIENT
NDA-Prasad.pdf,Dated:
NDA-Prasad.pdf,______________
NDA-Prasad.pdf,By:
NDA-Prasad.pdf,________________________
NDA-Prasad.pdf,Name: Title:
NDA-ROI-Corporation.pdf,NON-DISCLOSURE AGREEMENT FOR PROSPECTIVE PURCHASERS
NDA-ROI-Corporation.pdf,"I , ______________________, acknowledge and agree to the terms and conditions set forth herein as concerns a contemplated business relationship between parties, insofar as Vendor, (the “Disclosing Party”) desires to disclose to me (the “Receiving Party”) certain confidential and proprietary information (“Confidential Information”) in connection with a professional practice for sale by Vendor, represented exclusively by and through ROI Corporation (“Agent for the Vendor”)."
NDA-ROI-Corporation.pdf,"For the purposes of this Agreement, “Confidential Information” shall mean information that is used in Disclosing Party's business and is:"
NDA-ROI-Corporation.pdf,"(i) proprietary to, about or created by Disclosing Party;"
NDA-ROI-Corporation.pdf,(ii) gives Disclosing Party some competitive business advantage or the opportunity of obtaining such advantage or the disclosure of which could be detrimental to the interests of Disclosing Party;
NDA-ROI-Corporation.pdf,"(iii) designated as Confidential Information by Disclosing Party, or from all the relevant circumstances should reasonably be assumed by Receiving Party to be confidential and proprietary to Disclosing Party including information and documentation clearly and conspicuously marked with a legend identifying its Confidential, Classified and Proprietary in nature:"
NDA-ROI-Corporation.pdf,(iv) not generally known by Receiving Party
NDA-ROI-Corporation.pdf,"For the purpose of this Agreement, Confidential Information shall also include, but is not necessarily limited to, any and all information, financial statements, legal documents, location of the practice(s), and identity of the Vendor, the fact that the practices are available for purchase, business records and plans, patient lists and records, employee lists and records, trade secrets, operations, technical information, pricing structure, costs, marketing strategies and market research and patient demographics pertaining to the professional practice(s) for which I am inquiring."
NDA-ROI-Corporation.pdf,"I hereby acknowledge and agree that all information pertaining to the professional practice(s) that I am introduced to by ROI Corporation shall be obtained exclusively through ROI Corporation and that I WILL NOT CONTACT THE OWNER(s), STAFF, PATIENTS or other advisors of the practice(s), unless I am ACCOMPANIED BY AN ASSOCIATE OF ROI CORPORATION."
NDA-ROI-Corporation.pdf,"I further agree not to write or mark the Appraisal(s), nor shall I copy or reproduce any information in any manner whatsoever without the prior consent of ROI Corporation."
NDA-ROI-Corporation.pdf,The Receiving Party shall take all practical steps to keep the Disclosing Party’s Confidential Information confidential and shall restrict access to the Confidential Information to those agents and professional advisers to whom disclosure is necessary in pursuit of the Approved Purpose.
NDA-ROI-Corporation.pdf,"Each Party shall inform all such employees, agents and professional advisers of the provisions of this Agreement and shall be responsible for ensuring compliance with the said provisions by all agents and professional advisers."
NDA-ROI-Corporation.pdf,"Receiving Party acknowledges and agrees that due to the sensitive nature of the Confidential Information, any breach of this Agreement would cause irreparable harm to the Disclosing Party and that the Disclosing Party shall therefore be entitled to equitable relief in addition to all other remedies available at law."
NDA-ROI-Corporation.pdf,"In addition, the Receiving Party acknowledges that the following specific Confidential Information, namely:"
NDA-ROI-Corporation.pdf,"Knowledge of the identity of the Disclosing Party, coupled with the fact that that the Disclosing Party’s practice(s) are for sale, or that the Disclosing Party has commissioned appraisal(s) for the possible sale of same would, if disclosed by the Receiving Party and such information thereby came to the knowledge of STAFF (either employees or associates) of the practices, cause significant damages to the Disclosing Party though departure of STAFF and/or Patients, which damages would be difficult to quantify."
NDA-ROI-Corporation.pdf,"Accordingly, Receiving Party acknowledges that a breach of this confidentiality agreement with respect to this specific Confidential Information which results in such information becoming known to STAFF and/or Patients will entitle Disclosing Party to liquidated damages in the sum of $250,000.00, it being expressly understood and agreed that such sum is a genuine pre-estimate of damages and not penalty."
NDA-ROI-Corporation.pdf,"All negotiating, drafting and presentations of offers shall be handled through ROI Corporation, as AGENT FOR THE VENDOR, on ROI Corporation’s standard offer documentation and that I will seek independent legal advice for review prior to issuing my signature."
NDA-ROI-Corporation.pdf,This Agreement is valid for 36 months and will expire 3 years from the date it was signed.
NDA-ROI-Corporation.pdf,Per:
NDA-ROI-Corporation.pdf,___________________________________________
NDA-ROI-Corporation.pdf,date:
NDA-ROI-Corporation.pdf,__________________
NDA-ROI-Corporation.pdf,_____________________________
NDA-ROI-Corporation.pdf,Please print name of above
NDA-ROI-Corporation.pdf,______________________________
NDA-STP-Performance-Coating-revC.pdf,NON-DISCLOSURE AGREEMENT
NDA-STP-Performance-Coating-revC.pdf,"This Agreement is effective __________(DATE), by and between STP Performance Coating, LLC, a Limited Liability Company, 1131W."
NDA-STP-Performance-Coating-revC.pdf,"Watkins Street, Phoenix, AZ 85007 and"
NDA-STP-Performance-Coating-revC.pdf,_______________________________(
NDA-STP-Performance-Coating-revC.pdf,COMPANY) having a place of business at
NDA-STP-Performance-Coating-revC.pdf,"___________________________________(Address) (""Company"")."
NDA-STP-Performance-Coating-revC.pdf,"WHEREAS STP and Company (each a ""Disclosing Party"", and together the ""Parties"") contemplate that they may disclose Proprietary Information (as defined below) to the other party (the ""Receiving Party"") relating to the following activity: exchange of technical and business information related to Coatings for military and non military applications in support of quoting activities and potential procurement of painting and chemical conversion services (the ""Purpose"")."
NDA-STP-Performance-Coating-revC.pdf,"NOW THEREFORE, in consideration of the mutual obligations and promises contained in this Agreement, the Parties agree as follows:"
NDA-STP-Performance-Coating-revC.pdf,"1. ""Proprietary Information"" means any information, knowledge, or data that is received by the Receiving Party from the Disclosing Party in furtherance of or pursuant to the Purpose, and that is"
NDA-STP-Performance-Coating-revC.pdf,(a) in writing and clearly marked with a proprietary or confidential legend at the time of disclosure;
NDA-STP-Performance-Coating-revC.pdf,"(b) in a machine-readable form, with the information or the media in which it is provided being clearly marked with a proprietary or confidential legend at the time of disclosure, or if such marking is not practicable, such information or media being identified as proprietary or confidential by written communication of the Disclosing Party prior to or contemporaneously with its disclosure;"
NDA-STP-Performance-Coating-revC.pdf,"(c) disclosed orally or visually, with the information being identified as proprietary or confidential at the time of disclosure, and reduced to writing and clearly marked with a proprietary or confidential legend within thirty (30) days of the initial disclosure; or"
NDA-STP-Performance-Coating-revC.pdf,"(d) incorporated or embodied in a sample product or other equipment, material or item clearly marked with a proprietary or confidential legend at the time of disclosure."
NDA-STP-Performance-Coating-revC.pdf,2. The Receiving Party shall not disclose Proprietary Information to a third party without the Disclosing Party's express written consent
NDA-STP-Performance-Coating-revC.pdf,"3. The Receiving Party shall safeguard Proprietary Information using at least the same degree of care the Receiving Party uses to protect its own proprietary information, but with no less than reasonable care under the circumstances."
NDA-STP-Performance-Coating-revC.pdf,4. The Receiving Party shall not use Proprietary Information except in furtherance of the Purpose for the mutual benefit of the Parties.
NDA-STP-Performance-Coating-revC.pdf,"The Receiving Party shall not use Proprietary Information for any other purpose, without the Disclosing Party's express prior written consent."
NDA-STP-Performance-Coating-revC.pdf,The Receiving Party shall not make or permit to be made any copies of Proprietary Information except as required for the Purpose.
NDA-STP-Performance-Coating-revC.pdf,5. The Receiving Party shall permit access to Proprietary Information only to
NDA-STP-Performance-Coating-revC.pdf,"(a) persons who have a need to know for the Purpose and are bona fide employees or contract labor personnel of the Receiving Party,"
NDA-STP-Performance-Coating-revC.pdf,"(b) the Receiving Party's information technology system administrators and service providers in the ordinary course of business, and"
NDA-STP-Performance-Coating-revC.pdf,"(c) the Receiving Party's accountants, attorneys and similar professional advisors: provided that each such recipient is obligated to protect Proprietary Information under terms and conditions at least as restrictive as the terms and conditions of this Agreement."
NDA-STP-Performance-Coating-revC.pdf,"Disclosure to any other persons, including consultants, contractors."
NDA-STP-Performance-Coating-revC.pdf,"subsidiaries and affiliates of Receiving Party, shall be treated as disclosure to a third party."
NDA-STP-Performance-Coating-revC.pdf,6. All Proprietary Information shall remain the property of the Disclosing Party.
NDA-STP-Performance-Coating-revC.pdf,"Upon expiration or termination of this Agreement, unless otherwise promptly requested by the Disclosing Party in advance of such expiration or termination, the Receiving Party shall return or destroy (and, in the case of destruction, promptly provide a certification of such destruction to the Disclosing Party) all Proprietary Information in its possession, including, without limitation, any copies, summaries, and/or compilations made of or from Proprietary Information, and shall make no further use of Proprietary Information."
NDA-STP-Performance-Coating-revC.pdf,"Notwithstanding the immediately preceding sentence, the Receiving Party is not obligated to return or destroy"
NDA-STP-Performance-Coating-revC.pdf,"(a) any Proprietary Information stored on back-up media for purposes of disaster recovery in the ordinary course of business that may be subject to destruction in due course, provided that the Receiving Party is precluded from accessing such Proprietary Information after expiration or termination but prior to its destruction, and"
NDA-STP-Performance-Coating-revC.pdf,"(b) residual or latent data such as resulting from deleted files, automatically created temporary files, printer spool files, and metadata that can only be retrieved by computer forensics experts and is generally considered inaccessible without the use of specialized tools and techniques."
NDA-STP-Performance-Coating-revC.pdf,7. The obligations under this Agreement as to any Proprietary Information shall continue for twenty (20) years from the date of expiration or termination of this Agreement.
NDA-STP-Performance-Coating-revC.pdf,8. Nothing in this Agreement shall restrict the right of the Receiving Party to use or disclose information that is:
NDA-STP-Performance-Coating-revC.pdf,"a. in the public domain at the time the Disclosing Party first disclosed it to the Receiving Party hereunder, or subsequently became publicly known through no wrongful act of the Receiving Party;"
NDA-STP-Performance-Coating-revC.pdf,"b. known to the Receiving Party, other than through receipt under a separate non-disclosure agreement or similar agreement, prior to receipt under this agreement disclosed to the Receiving Party without restriction by a third party who had the lawful right to disclose such information;"
NDA-STP-Performance-Coating-revC.pdf,c. independently developed by the Receiving Party without the use of or reference to Proprietary Information; or
NDA-STP-Performance-Coating-revC.pdf,"d. required to be disclosed by judicial process, provided that the Receiving Party promptly provides notice of such process to the Disclosing Party and cooperates with any efforts of the Disclosing Party to contest disclosure, limits disclosure to the extent strictly required, and otherwise continues to protect such information as Proprietary Information until such time as one of the foregoing exceptions"
NDA-STP-Performance-Coating-revC.pdf,(a) through
NDA-STP-Performance-Coating-revC.pdf,(d) are satisfied.
NDA-STP-Performance-Coating-revC.pdf,10. The Disclosing Party represents and warrants that it has the full right and authority to enter into this Agreement and to disclose the Proprietary Information to the Receiving Party pursuant to the terms hereof.
NDA-STP-Performance-Coating-revC.pdf,"The Disclosing Party makes no other representations or warranties concerning Proprietary Information, and hereby disclaims all other representations and warranties, whether express, implied, statutory or otherwise, including, without limitation, any warranties concerning the quality, accuracy or completeness of the Proprietary Information."
NDA-STP-Performance-Coating-revC.pdf,"In no event shall either Party be liable for indirect, incidental, special, consequential, punitive or"
NDA-STP-Performance-Coating-revC.pdf,"11. Exemplary damages, including, without limitation, loss of income, revenue, profits or opportunities, arising out of or relating to this Agreement or Proprietary Information."
NDA-STP-Performance-Coating-revC.pdf,12. Except for the limited rights expressly granted to the Receiving Party in this Agreement.
NDA-STP-Performance-Coating-revC.pdf,"neither the execution of this Agreement, nor the furnishing of information hereunder, shall be construed as granting to the Receiving Party any right or license under any patent, copyright, trademark, trade secret or other intellectual or industrial property right."
NDA-STP-Performance-Coating-revC.pdf,"13. This Agreement shall expire five (5) year(s) after its effective date, provided, however, that either Party may terminate the Agreement on an earlier date, without cause, by giving the other Party thirty (30) days written notice."
NDA-STP-Performance-Coating-revC.pdf,The Receiving Party's obligations with respect to the protection of Proprietary Information shall survive any termination or expiration of this Agreement for the period of protection specified in paragraph 7 above.
NDA-STP-Performance-Coating-revC.pdf,"12. Neither Party may assign or transfer its rights and obligations under the Agreement without the express prior written consent of the other Party (not to be unreasonably withheld), except that each Party, upon prior written notice to the other, may assign or transfer this Agreement"
NDA-STP-Performance-Coating-revC.pdf,(a) in connection with the sale of the business to which this Agreement relates or
NDA-STP-Performance-Coating-revC.pdf,(b) to a subsidiary or affiliate of the Party.
NDA-STP-Performance-Coating-revC.pdf,13. The following individuals are designated as the persons to receive Proprietary Information from the Disclosing Party:
NDA-STP-Performance-Coating-revC.pdf,"For STP Performance Coating, LLC"
NDA-STP-Performance-Coating-revC.pdf,"Steve Grass, President; steve@performancecoating.com"
NDA-STP-Performance-Coating-revC.pdf,"Todd Didlo,"
NDA-STP-Performance-Coating-revC.pdf,Vice President; todd@performancecoating.com
NDA-STP-Performance-Coating-revC.pdf,"Pete Mathews,"
NDA-STP-Performance-Coating-revC.pdf,Vice President; pete@ performancecoating.com
NDA-STP-Performance-Coating-revC.pdf,For Company:
NDA-STP-Performance-Coating-revC.pdf,Each Party may change its designated recipient by written notice to the other.
NDA-STP-Performance-Coating-revC.pdf,Receipt of Proprietary Information by an individual other than the designated recipient shall not affect the obligations of the Receiving Party.
NDA-STP-Performance-Coating-revC.pdf,14. Nothing in this Agreement requires either Party to disclose any information.
NDA-STP-Performance-Coating-revC.pdf,"15. Without regard to the duration of its other obligations hereunder, the Receiving Party shall control access to, and use of, Proprietary Information and the direct product thereof in accordance with all applicable foreign and U.S. export laws and regulations, including, without limitation, the Arms Export Control Act and the International Traffic in Arms Regulations (ITAR), 22 C.F.R. parts"
NDA-STP-Performance-Coating-revC.pdf,"120 - 130 and the Export Administration Act and the Export Administration Regulations (EAR), 15 C.F.R. parts 730 - 774 (uExport Laws and Regulations"")."
NDA-STP-Performance-Coating-revC.pdf,"In connection with and without limiting the general applicability of the foregoing, the Disclosing Party shall, in addition to the marking requirements of paragraph 1, conspicuously mark any Proprietary Information controlled under the Export Laws and Regulations (detailing the nature of control) and the Receiving Party shall not make or permit disclosure of such Proprietary Information or the direct product thereof to any other company, entity, person, or destination unless"
NDA-STP-Performance-Coating-revC.pdf,(a) the Receiving Party has received the Disclosing Party's express written consent to do so and
NDA-STP-Performance-Coating-revC.pdf,(b) authorization under applicable Export Laws and Regulations have been obtained.
NDA-STP-Performance-Coating-revC.pdf,"16. To the extent that any provision of this Agreement is invalid under any applicable statute or rule of law, such provision or portion thereof shall be deemed to be omitted without affecting the continued validity of the remaining provisions."
NDA-STP-Performance-Coating-revC.pdf,17. This Agreement shall be governed by and interpreted under the internal laws of the state of Arizona.
NDA-STP-Performance-Coating-revC.pdf,U.S.A.
NDA-STP-Performance-Coating-revC.pdf,"18. This Agreement constitutes the entire understanding between the Parties and supersedes all previous understandings, agreements, communications, and representations, whether written or oral, concerning the treatment of Proprietary Information."
NDA-STP-Performance-Coating-revC.pdf,"This Agreement may not be superseded, amended, or modified except by a written agreement between the Parties, signed by a duly authorized official of each of the Parties."
NDA-STP-Performance-Coating-revC.pdf,"IN WITNESS WHEREOF, the Parties have executed this agreement through their duly authorized representatives."
NDA-STP-Performance-Coating-revC.pdf,"STP PERFORMANCE COATING,LLC"
NDA-STP-Performance-Coating-revC.pdf,1131 WEST WATKINS STREET
NDA-STP-Performance-Coating-revC.pdf,"PHOENIX, ARIZONA 85007"
NDA-STP-Performance-Coating-revC.pdf,By:
NDA-STP-Performance-Coating-revC.pdf,Sign
NDA-STP-Performance-Coating-revC.pdf,Title
NDA-STP-Performance-Coating-revC.pdf,Company
NDA-STP-Performance-Coating-revC.pdf,By:
NDA-STP-Performance-Coating-revC.pdf,Sign
NDA-STP-Performance-Coating-revC.pdf,Title
NDA-Seeed.pdf,Non-Disclosure
NDA-Seeed.pdf,Agreement
NDA-Seeed.pdf,"This Confidentiality and Non-Disclosure Agreement (hereinafter referred as the “NDA”) is entered into as of ,20 ,"
NDA-Seeed.pdf,by and between
NDA-Seeed.pdf,"_____________________, address at"
NDA-Seeed.pdf,________________________________________
NDA-Seeed.pdf,and
NDA-Seeed.pdf,Seeed Development
NDA-Seeed.pdf,"Limited, a company established under Laws of Hong Kong, having its office at Flat C 23/F Lucky Plaza, 315-321"
NDA-Seeed.pdf,"Lockhart Rd Wan Chai, Hong Kong (hereafter referred to as “Seeed”);"
NDA-Seeed.pdf,"Unless the context requires otherwise, Customer and Seeed shall hereinafter collectively referred to as the “Parties” or individually referred to as the “Party”."
NDA-Seeed.pdf,RECITALS
NDA-Seeed.pdf,"WHEREAS, Customer is"
NDA-Seeed.pdf,"WHEREAS, Seeed is concerned any unpermitted early disclose or publicize of the products or any information associated with such products will cause irreparable harms to Seeed unless allowed by Seeed, therefore it is of necessity to conclude the NDA with Customer."
NDA-Seeed.pdf,"WHEREAS, In light of purpose mentioned above, Seeed and Customer are interested in exchanging Confidential Information (as defined below in Article 1); Seeed and Customer are discloser and recipient under difference context."
NDA-Seeed.pdf,"WHEREAS, the Parties believe that they may mutually benefit by sharing this Confidential Information and believe it is in their mutual interest to ensure that all such Confidential Information will be safeguarded and carefully protected by the Parties through the present Agreement;"
NDA-Seeed.pdf,"NOW THEREFORE, in consideration of the promise, covenants hereof and the mutual obligation herein, the Parties agree as follows:"
NDA-Seeed.pdf,1. Confidential Information
NDA-Seeed.pdf,"For purposes of this Agreement, “Confidential Information” shall mean the following:"
NDA-Seeed.pdf,"i. All records, files, analysis, documents, software, computer or electronic data disks or tapes, test data, printouts, processes, designs, file layout, technical bulletins, manuals, diagrams, formulas, research, inventions, patents and discoveries reasonably related to the Parties’ businesses or products and services of the Parties that have not been publicly released;"
NDA-Seeed.pdf,"ii. Technical, financial, business plan and customer information, including standard periodic financial statements and analyses, budgets, tax returns, benefit and compensation plans, customer list(s) and contact names, functional and technical specifications;"
NDA-Seeed.pdf,"iii. Other valuable information disclosed by one of the Parties to another, designated as confidential expressly or by the circumstances in which it is provided."
NDA-Seeed.pdf,Confidential Information does not include information that:
NDA-Seeed.pdf,i. Is lawfully in the public domain at the time it was transmitted;
NDA-Seeed.pdf,ii. Is independently known to or in possession of the receiving party at the time of receipt through no unlawful act;
NDA-Seeed.pdf,iii. Is disclosed by the receiving party with the prior written approval of the transmitting party;
NDA-Seeed.pdf,"iv. Becomes known to the receiving party from a source other than the transmitting party, which third party legally is entitled to have and to disclose such information without restriction."
NDA-Seeed.pdf,2. Duty of Confidentiality and Standard of Care
NDA-Seeed.pdf,"2.1 Each Party hereby acknowledges that it will be exposed to Confidential Information of the other Party, including without limitation, specific information regarding the products and the business of this Party."
NDA-Seeed.pdf,2.2
NDA-Seeed.pdf,"The Parties hereby agree that they shall not use, commercialize or disclose any Confidential Information to any person or entity, except to their own employees having a “need to know” (and who themselves bound by similar non-disclosure restrictions), and to such other recipients as each Party may approve in writing, provided that such recipients shall have first executed a Confidentiality Agreement in a form acceptable to the Party interested."
NDA-Seeed.pdf,2.3
NDA-Seeed.pdf,"Any disclosure to any third party by each Party shall be subject to the prior consent of the other Party, which consent shall not be unreasonably withheld unless the Disclosing Party believe it might go against the purpose of this Agreement."
NDA-Seeed.pdf,"The Receiving Party must protect the Confidential Information and, in doing so, must use no less than the highest degree of care that the Receiving Party applies to its own proprietary or secret information;"
NDA-Seeed.pdf,The Confidential Information must be stored and handled in such a way as to prevent unauthorized disclosure.
NDA-Seeed.pdf,The Receiving Party shall use its best efforts to limit dissemination of Disclosing Party’s “Confidential Information” to such of its employees or sub-contractor(s) who have a need to know for the aforesaid evaluation and/or development purposes.
NDA-Seeed.pdf,3. Proprietary Rights Legend
NDA-Seeed.pdf,"The Parties shall not alter or remove from any Confidential Information any proprietary rights legend, copyright notice, trademark or trade secret legend, or any other mark identifying the material as Confidential Information."
NDA-Seeed.pdf,4. Covenants concerning competition
NDA-Seeed.pdf,The Confidential Information disclosed to each of the Parties may include information that would provide the other party with an unfair competitive advantage if such Party were to use the Confidential Information for purposes other than those provided for hereunder.
NDA-Seeed.pdf,"Accordingly, the Parties only agree to provide such Confidential Information to the other Party in return for this Party’s Agreement to be bound by each of the provisions in this Agreement including the provisions set forth in this section 4 and that such agreements by the Parties constitutes a material inducement for each Party to provide Confidential Information to the other Party and that such Confidential Information shall not be used by one of the Parties to obtain a competitive advantage against the other Party."
NDA-Seeed.pdf,5. Return of Documents and Materials
NDA-Seeed.pdf,"The Parties hereby agree that all materials, including financial reports and analyses, customer list(s) programs, software, documents, reports, statistical data, trade secrets or similar printed, coded, electronic or magnetic material made by one of the Parties or to come into one of the Parties’ possession in the course of negotiations shall be returned to the other Party, upon conclusion of the negotiations."
NDA-Seeed.pdf,"6. Remedies for Breach of Confidentiality and Indemnification, Liquidated damages"
NDA-Seeed.pdf,"In the event one of the Parties or its officers, agents, employees or any of its subsidiaries or their officers, agents or employees violates the restrictions against disclosure or use of the Confidential Information defined herein, Recipient or such entity or individual(s) as the case may be, shall and do hereby consent to the entry of an injunction by a court of competent jurisdiction against any further disclosure or use of the Confidential Information, and shall pay the The Recipient, including without limitation to any of its employees, subsidiaries, agents, subcontractors, officers shall indemnify and hold harmless against the Discloser against any unpermitted disclosing and publicizing."
NDA-Seeed.pdf,"In event of any disclosing or publicizing the confidential information or breaching any obligations under this Agreement, the breaching party shall mitigate the losses and take for all reasonable measure, including the court injunction to prevent the disclosure and spread of confidential information upon the request of aggrieved party."
NDA-Seeed.pdf,"The breaching party shall pay to non-beaching party a liquidated damage of 10,000 USD per occurrence."
NDA-Seeed.pdf,"The total liquidated damage shall not exceed 1,0000,000 USD."
NDA-Seeed.pdf,The application of liquidated damage shall not prejudice the aggrieved party’s right to claim for all the losses and shall not prejudice all the liabilities and obligations incurred.
NDA-Seeed.pdf,"Nothing here shall be interpreted as excluding consequential losses the aggrieved party may suffer, including without limitation to loss of profit, loss of goodwill, loss of business opportunities."
NDA-Seeed.pdf,7. Term
NDA-Seeed.pdf,"This Agreement shall be effective as of the date first written above and shall continue in full force and effect until the last disclosure of Confidential Information by one Party to another and shall survive the term of this Agreement for a period of two (2) years thereafter, provided, however that as to any item of Confidential Information that constitutes a trade secret under applicable law, the obligations of confidentiality contained herein shall continue for so long as allowed under applicable law."
NDA-Seeed.pdf,Unless otherwise agreed in writing this Agreement shall govern Confidential Information disclosed by the Parties after the effective date hereof.
NDA-Seeed.pdf,8. Applicable Law - Arbitration
NDA-Seeed.pdf,"This Agreement is governed by and shall be construed in accordance with the laws of the People’s Republic of China without regard to principles of conflict of law, and any dispute arising out of this Agreement or In connection with this Agreement shall be referred to Hong Kong International Arbitration Centre (HKIAC) for arbitration in accordance with Hong Kong International Arbitration Centre (HKIAC) administered arbitration rules in force at the time of application."
NDA-Seeed.pdf,The arbitrators shall be one (1).
NDA-Seeed.pdf,"The place of arbitration shall be in Shen Zhen, China."
NDA-Seeed.pdf,The language used in arbitration proceeding shall be English Language.
NDA-Seeed.pdf,Both parties will keep in strict confidential of all information relating to the dispute.
NDA-Seeed.pdf,Both parties shall continue to perform their respective obligations which are not in dispute.
NDA-Seeed.pdf,"Nothing here shall be interpreted as preventing the aggrieved party from seeking court injunction, interim measures, and protective order from competent court in relevant jurisdiction."
NDA-Seeed.pdf,9. Notices
NDA-Seeed.pdf,"All notices, demands or other communications delivered in connection with this Agreement shall be delivered by facsimile transmissions or mail and shall be deemed effective upon receipt:"
NDA-Seeed.pdf,If to Customer
NDA-Seeed.pdf,Address:
NDA-Seeed.pdf,__________________________________________________________________
NDA-Seeed.pdf,If to Seeed:
NDA-Seeed.pdf,"Address:1F, Tower B, Building 2, Shanshui Building, NanshanYungu Innovation Industry Park, Liuxian Ave, Nanshan District, Shenzhen, Guangdong. , China."
NDA-Seeed.pdf,P.R.C
NDA-Seeed.pdf,"Or at such other address or to such fax number, email address as may be designated by notice from such Party."
NDA-Seeed.pdf,10. Entire Agreement
NDA-Seeed.pdf,"This Agreement contains the entire agreement of the Parties with respect to the subject matter of this Agreement and supersedes all prior agreements between or among the Parties, whether written or oral, with respect to the subject matter of this Agreement."
NDA-Seeed.pdf,Any modifications of or changes to this Agreement shall be in writing and signed by both Parties.
NDA-Seeed.pdf,11. No waiver
